"product_name","brands","stores","nutriscore_grade","nutrition_score_fr","energy_kcal","fat_100g","saturated_fat_100g","sugars_100g","salt_100g","fiber_100g","proteins_100g","labels","origins","categories","url","code"
"Cheese & Onion Flavour Potato Crisps","Walkers","","d","","514.0","29.0","2.4","2.6","1.2","3.8","6.3","","United Kingdom","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps, Cheese and onion crisps","https://world.openfoodfacts.org/product/51000005/cheese-onion-flavour-potato-crisps-walkers","51000005"
"Pim's Sinaasappel","LU","Carrefour,Magasins U,Delhaize,carrefour.fr,E.leclerc,Plus,Albert Heijn,Bi1-Auchan FR 77480 Mousseaux-les-Bray","e","","397.0","13.0","5.8","48.0","0.44","2.5","3.3","Labels de distributeurs,Sans conservateurs,en:Charte LU Harmony,Sans colorants,Sans colorants ou conservateurs,Triman","","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Génoises fourrées aux fruits et nappées de chocolat","https://world.openfoodfacts.org/product/5410041005707/pim-s-sinaasappel-lu","5410041005707"
"Thon Joly","Joly,Doha","Marjane","a","","175.0","4.4","0.7","0.1","1.1684","0.0","33.0","","Maroc","Produits de la mer, Conserves, Poissons, Poissons gras, Poissons en conserve, Thons, Thons en conserve, Thons à l'huile","https://world.openfoodfacts.org/product/6111162001102/thon-joly","6111162001102"
"Guedila","Guedila","","a","","0.0","0.0","0.0","0.0","0.00725","0.0","0.0","Point Vert","Algérie","Boissons,Eaux,Eaux de sources,Eaux minérales,Eaux minérales naturelles,Eau minérale naturelle non gazeuse","https://world.openfoodfacts.org/product/6130758000022/guedila","6130758000022"
"Maestro Cereale avec du Levain, Millet et Quinoa","Schär","","b","","249.0","6.6","0.8","4.1","0.97","9.9","4.5","Sem glúten,Crossed Grain Trademark,Sem conservantes,Ponto Verde,Sem lactose","","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,en:Specific products,en:Products for specific diets,Pães,Produtos sem glútem,Pães especiais,Pães sem glúten,Pães de forma","https://world.openfoodfacts.org/product/8008698007389/maestro-cereale-avec-du-levain-millet-et-quinoa-schar","8008698007389"
"Caldo casero de pollo","Gallina Blanca","WALMART,Ahorramas,Consum","c","","5.0","0.3","0.0","0.1","0.75","0.0","0.4","Bajo o sin grasas,Bajo en grasas,Sin gluten,Sin conservantes,100% natural,FSC,FSC Mixto,Punto Verde","","Comidas preparadas,Sopas,Caldos,Caldos líquidos,en:Liquid chicken broths","https://world.openfoodfacts.org/product/8410300349051/caldo-casero-de-pollo-gallina-blanca","8410300349051"
"Nuez natural pelada","Hacendado","Mercadona","b","","716.0","69.6","6.0","0.0","0.0","1.7","6.2","Vegetarian, Not advised for specific people, Omega-3, Vegan, Green Dot, Not recommended for children under 3 years, en:source-of-omega-3","Estados Unidos","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Semillas,Frutos de cáscara y derivados,Frutos de cáscara,Frutos de cáscara sin cáscara,Nueces","https://world.openfoodfacts.org/product/8480000340245/nuez-natural-hacendado","8480000340245"
"Pan fibra y sésamo","Hacendado","Mercadona","a","","391.0","7.6","1.1","3.0","1.13","24.7","13.0","Vegetarian,Source of fibre,Vegan,Green Dot","","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads","https://world.openfoodfacts.org/product/8710445020878/pan-fibra-y-sesamo-hacendado","8710445020878"
"Classic Barbecue - Smokey & Rich","Heinz","Casino,Magasins U,Intermarché,Carrefour,Consum","unknown","","138.0","0.2","","29.0","1.18","","0.9","Green Dot,Triman,Verified","","Condiments,Sauces,Barbecue sauces","https://world.openfoodfacts.org/product/87157154/sauce-barbecue-heinz","87157154"
"Hummus de garbanzos receta clásica","Hacendado","Mercadona","b","","311.0","25.8","3.3","0.1","0.855","8.0","6.0","No gluten, Vegetarian, Source of fibre, Vegan, Green Dot, High fibres, en:100-vegetable","","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Untables, Untables vegetales, Untables salados, Salsas, Salsas para mojar, Hummus, en:Classic hummus, en:Groceries","https://world.openfoodfacts.org/product/8480000808585/hummus-de-garbanzos-receta-clasica-hacendado","8480000808585"
"Beau & bon pain de mie complet lin tournesol 320g","Harrys","carrefour.fr,Carrefour","a","","303.0","9.0","1.0","3.5","0.9","7.0","11.0","Fabriqué en France,Sans additifs,Sans huile de palme,Nutriscore,Nutriscore A,Triman,Filière de blé française, Végétarien","Blé origine France,Lin brun origine UE et Non UE,Tournesol origine UE","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet, Surgelés, Pains surgelés","https://world.openfoodfacts.org/product/3228857001101/beau-bon-pain-de-mie-complet-lin-tournesol-320g-harrys","3228857001101"
"Multivitamin","Mivolis, dm","dm","not-applicable","","214.0","0.5","0.3","0.5","19.1","0.5","0.5","Glutenfrei, Vegetarisch, Vegan, Hergestellt in Deutschland, Ohne Zuckerzusatz, Laktosefrei, Mit Süßstoffen","deutschland,Deutschland","Nahrungsergänzungsmittel,Vitamine,en:nahrungserganzungsmittel,tab","https://world.openfoodfacts.org/product/4058172309519/multivitamin-mivolis","4058172309519"
"Крема сирене","Milbona","Lidl","d","","243.0","23.0","16.1","2.7","0.65","0.0","6.3","","","Млечни продукти, Ферментирали продукти, Ферментирали млечни продукти, Крем за мазане, Сирене, Солен крем за мазане, en:Cheese spreads, Крема сирене","https://world.openfoodfacts.org/product/4056489143833/milbona-cream-cheese","4056489143833"
"Dark Chocolate Nuts & Sea Salt Bars","KIND","","d","","523.0","37.0","7.6","17.0","0.75","13.0","17.0","Sans gluten,Végétarien","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Fruits à coques et dérivés,Barres,Confiseries chocolatées,Barres de fruits à coques","https://world.openfoodfacts.org/product/5000159535267/dark-chocolate-nuts-sea-salt-bars-kind","5000159535267"
"Noir intense dessert 70%","Lindt","carrefour.fr,Monoprix","e","","587.0","40.0","27.0","30.0","0.245","","6.1","Fabriqué en France","","Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum","https://world.openfoodfacts.org/product/3046920021043/noir-intense-dessert-70-lindt","3046920021043"
"Organic Almond milk","plenish","","b","","29.0","2.5","0.2","0.0","0.0975","0.5","1.0","","","Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Nuts and their products, Plant-based beverages, Plant-based milk alternatives, Nut-based drinks, Almond-based drinks","https://world.openfoodfacts.org/product/5060362071594/organic-almond-milk-plenish","5060362071594"
"Durum wheat flatbreads","crosta & mollica","","d","","299.0","7.9","1.2","2.4","1.475","2.0","8.9","Vegetarian, Vegan, Made in Italy, The Vegan Society","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads","https://world.openfoodfacts.org/product/5060198645617/durum-wheat-flatbreads-crosta-mollica","5060198645617"
"Mediterranean Falafel","Gosh!","Tesco","b","","264.0","16.0","1.0","3.5","1.4","7.1","7.6","Vegetarian, Kosher, Vegan, Kashrut division of the London Beth Din, The Vegan Society, en:high-fibres","European Union,Non European Union","Plant-based foods and beverages, Plant-based foods, Meals, Meat alternatives, Refrigerated foods, Plant-based meals, Refrigerated plant-based foods, Vegetarian balls, Falafels, Refrigerated falafel","https://world.openfoodfacts.org/product/5036829756328/mediterranean-falafel-gosh","5036829756328"
"Biscuits Soja Figue","Gerblé","Spar,Magasins U,Delhaize,carrefour.fr,Leclerc","c","","447.0","16.0","1.7","17.0","0.36","5.6","12.0","Sans OGM,Fabriqué en France,Sans huile de palme,Nutriscore,Nutriscore B,Farine-de-ble-filiere-durable","France,Annonay,Figues origine non-Union Européenne,Germe de blé origine Union Européenne,Haute-Garonne,Soja origine Union Européenne","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits","https://world.openfoodfacts.org/product/3175681851863/gerble-soya-fig-cookie-270g-9-6oz","3175681851863"
"sel","baleine","LECLERC,casino,carrefour,Auchan,Magasins U,carrefour.fr","not-applicable","","0.0","0.0","0.0","","97.7","","0.0","Fabriqué en France","France","Condiments, Salts, fr:sels-fins","https://world.openfoodfacts.org/product/3183280001800/sel-fin-iode-baleine","3183280001800"
"Café moulu pur arabica des petits producteurs","Malongo","Magasins U,Intermarché, carrefour.fr","b","","0.0","0.02","0.0","0.0","0.0","0.0","0.12","Commerce équitable, Fairtrade International, Max Havelaar, Entrepreneurs + Engagés, Entreprise du Patrimoine Vivant, PME Plus, Triman, World fair trade organization","Amérique centrale","Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Café Arabica, Cafés moulus, Café Arabica moulu","https://world.openfoodfacts.org/product/3187570015447/cafe-moulu-pur-arabica-des-petits-producteurs-malongo","3187570015447"
"Ghilal","Jaouda","","c","","106.0","3.0","2.2","7.5","0.0","0.0","3.5","en:high-fibres","Maroc","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, fr:Yaourt brassé Aux fruits rouges, en:stirred-yogurts","https://world.openfoodfacts.org/product/6111242101982/ghilal-jaouda","6111242101982"
"Pepsi 2L","Pepsi","","e","","42.0","0.0","0.0","11.0","0.00571","","0.0","","","en:colas","https://world.openfoodfacts.org/product/6111252420059/pepsi-2l","6111252420059"
"Digestive Avena Naranja","Gullón","Aldi","d","","475.0","21.0","2.6","18.0","0.965","6.8","8.1","Vegetariano,Source of fibre,Vegano,Ponto Verde,Rico em fibras","","Lanches comida,Lanches doces,Biscoitos e Bolos,Biscoitos","https://world.openfoodfacts.org/product/8410376047578/digestive-oats-orange-gullon","8410376047578"
"Double concentré de tomates","Délicia","","unknown","","91.0","0.09","","","","","4.13","","fr:DOHA","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Légumes et dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Tomates et dérivés, Double concentré de tomate, Confitures de tomates, Concentrés de tomates","https://world.openfoodfacts.org/product/6111162001195/double-concentre-de-tomates-delicia","6111162001195"
"Organic Vegan Block","Naturli","Lidl","e","","665.0","75.0","39.0","0.5","1.18","","0.5","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DK-ØKO-100, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, The Vegan Society, en:Dk-oko-100","Danemark","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Brotaufstriche, Pflanzliche Brotaufstriche, Pflanzenfette, Sheabutter, Margerine, Vegan-bloc, en:Vegan-butter","https://world.openfoodfacts.org/product/5701977000097/organic-vegan-block-naturli","5701977000097"
"CREAM CRACKERS","Tesco","Tesco","d","","443.0","13.7","6.2","1.3","0.7875","2.9","10.0","Vegetarian, Vegan","","snacks, salty-snacks, appetizers, da:crackers, wheat-crackers","https://world.openfoodfacts.org/product/5057545916049/cream-crackers-tesco","5057545916049"
"Greek Style Natural Yogurt","By Sainsbury's","Sainsbury's","c","","103.0","7.6","5.1","4.2","0.25","4.2","4.0","","","Dairies, Fermented foods, Fermented milk products, Yogurts, Greek-style yogurts","https://world.openfoodfacts.org/product/00277679/greek-style-natural-yogurt-by-sainsbury-s","00277679"
"Matina","","","unknown","","","","","","","","","","","ar:Matina, en:biscuits","https://world.openfoodfacts.org/product/6111243570169/matina","6111243570169"
"beurre central 1kg","Centrale","","e","","","","","","","","","","","beurre","https://world.openfoodfacts.org/product/6111032007043/beurre-central-1kg-centrale","6111032007043"
"Jemné ovesné vločky","CROWNFIELD","Lidl","unknown","","372.0","5.7","1.0","0.7","","8.5","14.0","Vegetarijanski,Vegan,Europska vegetarijanska unija,en:European Vegetarian Union Vegan,Nutriscore,Nutriscore oznaka A","Njemačka,Češka","Biljne hrane i pića,Hranu biljnog podrijetla,Doručci,Žitarice i krumpir,Žitarica i njihovih proizvoda,Žitarice za doručak,Pahuljice,Žitne pahuljice,Uvaljane pahuljice,Zobene pahuljice,Kuhane zobene pahuljice","https://world.openfoodfacts.org/product/4056489195917/fine-oat-flakes-crownfield","4056489195917"
"Alpro Not Milk","Alpro","Colruyt,REWE,Albert Heijn,Coop,migros,Edeka","c","","59.0","3.5","0.4","0.0","0.12","1.0","0.7","Zuckerarm oder zuckerfrei, Vegetarisch, Vegan, Zertifizierte B Corporation, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, FSC, FSC Mix, Grüner Punkt, Laktosefrei, Ohne Zucker, Calciumquelle, Nutri-Score A, V-Label Vegan, Pflanzlich","European Union","Plant-based foods and beverages, Dairy substitutes, Getreide und Kartoffeln, Getreidemilch, Getreideprodukte, Getränke, Getränke und Getränkezubereitungen, Hafermilch, Milchersatz, Pflanzenmilch, Pflanzliche Getränke, Pflanzliche Lebensmittel, Pflanzliche Lebensmittel und Getränke, en:oat-based-drinks","https://world.openfoodfacts.org/product/5411188134985/alpro-not-milk","5411188134985"
"Baked Beans in tomato sauce","Sainsbury’s Organic","","a","","90.0","0.5","0.1","4.7","0.47","6.8","5.3","Organic, Soil Association Organic, en:vegetarian","","Plant-based foods and beverages, Plant-based foods, Prepared vegetables, Baked beans in tomato sauce","https://world.openfoodfacts.org/product/01208610/baked-beans-in-tomato-sauce-sainsbury-s-organic","01208610"
"Le petit Gerblé nature","gerblé","","c","","449.0","14.0","1.3","18.0","0.19","5.3","10.0","No colorings, Nutriscore, Nutriscore Grade A, en:no-palm-oil","","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits","https://world.openfoodfacts.org/product/3175681280502/le-petit-gerble-nature","3175681280502"
"2 Steaks végétaux et gourmands","Happyvore","","a","","194.0","14.0","1.4","0.5","0.54","3.6","11.0","Source of fibre,Source of proteins,100% vegetable,Certified B Corporation,High proteins,Made in France,Nutriscore,Nutriscore Grade A,Triman,fr:Proteines-de-pois-issues-de-l-ue","","Meat alternatives,Meat analogues,Vegetarian patties,Vegan patties","https://world.openfoodfacts.org/product/3760324300015/2-steaks-vegetaux-et-gourmands-happyvore","3760324300015"
"Anchor Butter","Anchor","Coop","e","","744.0","82.0","52.0","0.6","1.6725","","0.6","Farmer Owned","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters","https://world.openfoodfacts.org/product/5000246728725/anchor-butter","5000246728725"
"fromage herbes milky food","milky foof","","b","","228.0","21.0","0.0","0.0","0.0","0.0","4.8","","","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fromages blancs - petit suisses and skyr, fr:Fromages blancs, en:cheeses","https://world.openfoodfacts.org/product/6111246722039/fromage-herbes-milky-food-milky-foof","6111246722039"
"Organic Bread Whole Grain and Seeds","Dave's Killer Bread","","a","","244.0","3.33","0.0","8.89","0.944","8.89","13.3","Organic,Kosher,No GMOs,USDA Organic,Non GMO project,Orthodox Union Kosher","","Sliced breads with cereals","https://world.openfoodfacts.org/product/0013764027053/organic-bread-whole-grain-and-seeds-dave-s-killer-bread","0013764027053"
"Bastogne","LU, Mondelez","Monoprix,Magasins U,Delhaize, carrefour.fr,Franprix","e","","485.0","20.0","9.4","40.0","0.79","2.0","4.7","Labels de distributeurs, en:Charte LU Harmony, en:point-vert","","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, en:Biscuits et gâteaux, en:Snacks sucrés","https://world.openfoodfacts.org/product/3056440070896/bastogne-lu","3056440070896"
"Huile d'olive","Puget","Magasins U,carrefour.fr,leclerc","b","","900.0","100.0","15.0","0.0","0.0","","0.0","Nutriscore,Triman,Nutriscore B,Produit naturel","Union européenne","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive vierges","https://world.openfoodfacts.org/product/3178050000749/huile-d-olive-puget","3178050000749"
"Confiture de fraise","El Baraka","","d","","248.0","0.16","0.0","60.0","0.0575","","0.47","","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de fraises","https://world.openfoodfacts.org/product/6111184001180/confiture-de-fraise-el-baraka","6111184001180"
"10 Tortillas Trigo","Hacendado","Mercadona","c","","303.0","6.4","1.8","1.8","1.6","4.4","8.0","Ponto Verde,es:Recicla amarillo,Não congelar novamente","","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,Pães,en:Flatbreads,Pães brancos,en:Wheat breads,en:Wheat flatbreads","https://world.openfoodfacts.org/product/8480000808592/10-tortillas-trigo-hacendado","8480000808592"
"Pain de mie Bio grandes tranches complet sans sucres ajoutés 500g","La Boulangère","carrefour.fr,Intermarché","a","","252.0","5.1","0.5","1.9","0.99","6.9","10.0","Commerce équitable,Bio,Bio européen,1% pour la planète,Fabriqué en France,Sans sucre ajouté,Sans huile de palme,Nutriscore,Nutriscore A,AB Agriculture Biologique,Agri-Éthique France,Farine de blé français,Triman,Électricité verte Origine France","France,Union européenne,Non Union Européenne","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet","https://world.openfoodfacts.org/product/3760049798869/pain-de-mie-bio-grandes-tranches-complet-sans-sucres-ajoutes-500g-la-boulangere","3760049798869"
"Pain de mie grandes tranches Avoine & Graines 500g","La BOULANGÈRE","","a","","274.0","9.1","1.0","2.2","0.93","6.0","12.0","Commerce équitable,Sans sucre ajouté,Nutriscore,Nutriscore A,Agri-Éthique France","France,Blé commerce équitable français,Blé de Vendée","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pain de mie à la farine d'avoine,Pain de mie à la farine de blé,Pains de mie aux céréales","https://world.openfoodfacts.org/product/3760049798845/pain-de-mie-avoine-graines-x-14-tranches-la-boulangere","3760049798845"
"90G FERRERO ROCHER TABLETTE LT","Ferrero Rocher","carrefour.fr,REWE","e","","614.0","44.4","21.4","45.4","0.163","","6.2","Green Dot","","Snacks,Sweet snacks,Cocoa and its products,Frozen foods,Chocolates,Dark chocolates,Milk chocolates,Chocolates with hazelnuts,Dark chocolates with hazelnuts,de:gefüllte-milchschokolade-60-mit-haselnusscreme-37-und-haselnuss-stückchen","https://world.openfoodfacts.org/product/8000500359488/original-aux-noisettes-ferrero-rocher","8000500359488"
"Snickers","Snickers","Lidl,Familia,Leclerc","e","","489.0","23.0","7.7","51.0","0.52","","8.7","Punto Verde","","Botanas,Snacks dulces,Cacao y sus productos,Dulces,Dulces de chocolate,Barritas,Barritas de chocolate,en:Caramel chocolate bars","https://world.openfoodfacts.org/product/5900951311505/snickers","5900951311505"
"Cashew-Cranberry-Mix","Alesto","Lidl","d","","471.0","24.0","4.2","38.8","0.02","5.3","10.4","Nutriscore,Sans sel ajouté","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Snacks,Fruits et produits dérivés,Produits déshydratés,Aliments à base de plantes séchées,Fruits secs,Mélange apéritif de graines et fruits séchés,Mélange apéritif de graines et raisins secs,Mélanges de fruits secs,Mélanges de fruits secs et de fruits à coque","https://world.openfoodfacts.org/product/20815400/cashew-cranberry-mix-alesto","20815400"
"Chamonix","LU-Mondelez","Cora,Auchan,Magasins U,Intermarche,B i1,carrefour.fr","d","","340.0","1.54","0.769","42.3","0.0192","1.54","4.15","Distributor labels,Charte LU Harmony,Triman","France","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Filled biscuits","https://world.openfoodfacts.org/product/3017760819121/chamonix-lu-mondelez","3017760819121"
"Tofu nature","Bjorg","Intermarché,Super U,Magasins U,Carrefour market,Leclerc,carrefour,carrefour.fr","a","","157.0","9.3","3.0","1.0","0.04","3.6","16.0","Bio, Végétarien, Bio européen, Agriculture non UE, Source de protéines, Végétalien, Entreprise B certifiée, DE-ÖKO-001, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, Riche en protéines, AB Agriculture Biologique, Planet-score-a","Non indiqué","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Alternatives à la viande, Tofu, Tofu nature","https://world.openfoodfacts.org/product/3229820762692/tofu-nature-bjorg","3229820762692"
"Galettes Boulgour & Sarrasin à l'Emmental","Céréal","Auchan,Casino,Carrefour Market,Magasins U,carrefour.fr","c","","225.0","9.0","2.1","1.9","0.975","4.2","8.8","Bio,Bio européen,Sans conservateurs,Source de fibres alimentaires,ES-ECO-019-CT,Agriculture UE,FR-BIO-01,Riche en fibres,Fabriqué en France,Sans colorants,Nutriscore,Nutriscore A,AB Agriculture Biologique,Triman","Blé France/Italie,Sarrasin Emmental UE","Alternatives à la viande,Galettes végétariennes","https://world.openfoodfacts.org/product/3259011799893/galettes-boulgour-sarrasin-a-l-emmental-cereal","3259011799893"
"Lait 100 % français Matin Léger® Demi-Écrémé","Lactel","Auchan,Bi1-Auchan","b","","43.2","1.2","0.8","4.8","0.118","","3.32","Lait Français,Point Vert,Sans lactose,en:Enriched-wih-vitamins,Enricĉ","France","Produits laitiers,Laits (fluide et poudre),Laits,Laits homogénéisés,Produits pasteurisés,Laits demi-écrémés,Laits UHT,en:UHT milk fortified with vitamins,Laits de vache,Laits sans lactose,Laits demi-écrémés UHT enrichis en vitamines","https://world.openfoodfacts.org/product/3428273980046/lait-100-francais-matin-leger-demi-ecreme-lactel","3428273980046"
"Banania Original - Cacao Céréales Touche De Banane & Miel","Banania","LECLERC,Magasins U,Intermarché,Monoprix,Cora,Match,Auchan,carrefour.fr","d","","373.0","2.2","1.4","69.0","0.06","6.7","5.6","Nutriscore, Nutriscore B","Germany","Boissons et préparations de boissons, Boissons, Petit-déjeuners, Cacao et dérivés, Boissons chaudes, Préparations pour boissons, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre, Boissons avec sucre ajouté, Poudre chocolatée","https://world.openfoodfacts.org/product/3700278400881/banania-original-cocoa-cereals-with-hint-of-banana-honey","3700278400881"
"Wheat Biscuits malty & crispy","Tesco","Tesco","a","","358.0","2.0","0.6","4.4","0.3","10.0","12.0","","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,en:wheat-biscuits,Céréales pour petit déjeuner riches en fibres","https://world.openfoodfacts.org/product/5000119117342/wheat-biscuits-malty-crispy-tesco","5000119117342"
"Twix Double","Mars Wrigley","Carrefour,Sitis Market,Franprix,Distributeur","e","","492.0","23.6","14.0","49.2","0.4","1.6","4.4","","","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bars, Candy chocolate bars, Caramel chocolate bars, Caramel chocolate cookie bars","https://world.openfoodfacts.org/product/5000159459228/twix-double-mars-wrigley","5000159459228"
"AFTER EIGHT Coffret 300g","Nestlé","Leclerc,Asda,Magasins U,Delhaize,Intermarché,carrefour.fr,Ketal,Farmacorp,IC Norte","unknown","","426.0","13.3","7.6","66.2","","2.8","2.2","Végétarien, en:Nestlé Cocoa Plan, Rainforest Alliance, Rainforest Alliance Cocoa, Triman","Reino Unido","Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Chocolats, Chocolats noirs, Chocolats fourrés, Chocolats noirs fourrés à la menthe","https://world.openfoodfacts.org/product/5000426171518/after-eight-nestle","5000426171518"
"Cottage cheese","Longley Farm","Morrisons,Asda,Sainsbury's","c","","104.0","6.0","4.3","2.1","0.8","","10.3","","Great Britain","Dairies, Fermented foods, Desserts, Fermented milk products, Cheeses, Dairy desserts, Fermented dairy desserts, Plain fermented dairy desserts, Fresh cheeses, Cottage cheeses, Plain cottage cheeses","https://world.openfoodfacts.org/product/5010578008020/cottage-cheese-longley-farm","5010578008020"
"Céréales Miel Pops","Kellogg's","carrefour.fr","c","","384.0","1.5","0.1","22.0","0.4","4.6","5.2","Vegetarian, Kosher, No artificial flavors, Green Dot, No colorings, Nutriscore, fr:Mk, fr:Personnage sur l'emballage, en:nutriscore-grade-b","","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals, Honey cereal balls, en:cereals-with-honey","https://world.openfoodfacts.org/product/5053827110983/cereales-miel-pops-kellogg-s","5053827110983"
"Philadelphia Original","Kraft","Carrefour,Magasins U,Soriana,Walmart,Oxxo,Citi Club,Sam's Club,carrefour.fr","d","","227.0","20.7","13.7","4.33","0.75","0.2","5.4","","","Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads","https://world.openfoodfacts.org/product/7622300441937/philadelphia-original-kraft","7622300441937"
"Yogur natural al estilo griego","CENDADO","Mercadona","c","","103.2","8.64","5.36","3.12","0.0","0.0","3.12","No gluten,Green Dot","","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Greek-style yogurts, en:plain-yogurts","https://world.openfoodfacts.org/product/8480000205599/yogur-natural-al-estilo-griego-cendado","8480000205599"
"Aubergines cuisinées à la provençale","Cassegrain","carrefour.fr,Carrefour,Auchan","a","","83.0","5.2","0.6","5.6","0.7475","2.2","1.8","Sans gluten, Végétarien, Sans conservateurs, Végétalien, Sans additifs, Sans lactose, Nutriscore, Nutriscore A, Triman","Non indiqué","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Légumes et dérivés, Plats préparés, Légumes, Légumes préparés, Aubergines, Plats préparés en conserve, Plats préparés d'origine végétale, Aubergines préparées, Ristes d'aubergines, Aubergines à la provençale","https://world.openfoodfacts.org/product/3083681093926/aubergines-cuisinees-a-la-provencale-cassegrain","3083681093926"
"Muesli Frutas","Hacendado, Mercadona","Mercadona","c","","361.0","7.6","3.9","15.0","0.08","10.0","9.1","Ponto Verde,es:Recicla,Alto teor em fibra","","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Cereais com frutos,Muesli,Mueslis com frutos","https://world.openfoodfacts.org/product/8480000094919/muesli-frutas-hacendado","8480000094919"
"Sourdough bagels","Fitzgeralds Sourdough Bagels","Waitrose","c","","277.0","3.05","0.38","6.24","1.11","4.13","10.1","","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Bagel breads","https://world.openfoodfacts.org/product/5099077004306/sourdough-bagels-fitzgeralds-sourdough-bagels","5099077004306"
"Pain Grillé l'Original","BRIOCHE PASQUIER","Intermarché,carrefour.fr,Carrefour Market,E.leclerc,Auchan","c","","388.0","3.5","0.4","4.1","1.3","4.3","11.0","Fabriqué en France,Nutriscore,Nutriscore B","France","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pains,Pains grillés,B","https://world.openfoodfacts.org/product/3182180002436/pain-grille-l-original-brioche-pasquier","3182180002436"
"Cassonade pure canne","Daddy","carrefour.fr,Casino,Leclerc","e","","400.0","0.0","0.0","100.0","0.0","0.0","0.0","","","Sweeteners, Sugars, Brown sugars, Cane sugar, fr:Cassonades","https://world.openfoodfacts.org/product/3165433724019/cassonade-pure-canne-daddy","3165433724019"
